"10.04.2023","16 ЛЕТ НА РЫНКЕ КАЗАХСТАНА!","","","","","","",""
"","","","","","","","",""
"Код","Артикул","Полное наименование","Доступность
(штук)","Цена
(тенге)","Срок
гарантии","В коробке
(штук)","Фото","Ссылка"
"32002      ","ROG-STRIX-RTX4090-O24G-WHITE","Видеокарта ASUS GeForce RTX4090 OC WHITE GDDR6X 24GB 384bit 2xHDMI 3xDP ROG-STRIX-RTX4090-O24G-WHITE","4","994,345","3 года","10","","Ссылка"
"Многофункциональные устройства, Принтера, Сканера, Копиры","","","","","","","",""
"Многофункциональные устройства, копиры","","","","","","","",""
"32128      ","MF3010","МФУ CANON i-SENSYS MF3010 Printer/Scanner/Copier A4 1200x600dpi 18стр/мин до 8000стр/мес Черный","1","149,913","Сц 1 год","","","MF3010"
"Cерверная продукция","","","","","","","",""
"02 Серверные платформы","","","","","","","",""
"26446      ","0SF00N1-M09240","Серверная платформа Asus RS500-E9-PS4 ASMB9-iKVM (1U, 2xSocketP (LGA 3647), C621, 16xDDR4 RDIMM, 1xPCI-E x16, 1xPCI-E x8, 2xM2, 4x3.5"" or 2.5"" HS, DVD-RW, VGA 64MB, 2xGbLAN, 650W)","1","581,750","Сц 3 года","1","","Ссылка"
"31913      ","0SF00N1-M09710","Серверная платформа Asus RS500-E9-RS4-U ASMB9-iKVM (1U, 2xSocketP (LGA 3647), C621, 16xDDR4 RDIMM, 1xPCI-E x16, 1xPCI-E x8, 2xM2, Backplane Supports 4 x 3.5"" or 2.5"" SATA/SAS/NVMe Devices, DVD-RW, VGA 64MB, 2xGbLAN, 1+1 770W)","2","760,750","Сц 3 года","1","","Ссылка"
"30272      ","0SF0153-M092H0","Серверная платформа Asus RS700-E10-RS4U 2*10G 4*NVME 2*800W","3","1,154,550","Сц 3 года","1","","0SF0153-M092H0"
"27631      ","0SF00K1-M09360","Серверная платформа Asus TS700-E9-RS8 ASMB9-iKVM (Tower 5U, 2xSocketP (LGA 3647), C621, 12xDDR4 RDIMM, 7xPCI-E x16, 1xM2, 8x3.5"" or 2.5"" Hot-swap, DVD-RW, VGA 64MB, 2xGbLAN, 1+1 800W)","1","806,480","Сц 3 года","1","","Ссылка"
"03 Серверные процессоры","","","","","","","",""
"22327      ","CD8067303562000","Процессор Intel XEON Bronze 3104, Socket 3647, 1.70 GHz, 6 ядер, 6 потоков, 85W, tray","1","87,263","1 год","21","","Ссылка"
"31691      ","CD8069504446300 S RGZ7","Процессор Intel XEON Gold 5218R, Socket 3647, 2.1 GHz (max 4.0 GHz), 20/40, 125W, OEM","5","456,450","1 год","21","","CD8069504446300 S RGZ7"
"30083      ","CD8069504451301","Процессор Intel XEON Gold 5220R, Socket 3647, 2.20 GHz (max 4.0 GHz), 24 ядер, 48 потока, 150W, tray","4","613,075","1 год","","","CD8069504451301"
"27249      ","CD8069504448701 S RGZ9","Процессор Intel XEON Gold 6238R, Socket 3647, 2.2 GHz (max 4.0 GHz), 28/56, 165W 2933","4","1,065,050","1 год","21","","CD8069504448701 S RGZ9"
"27948      ","CD8069504448600 S RGZ8","Процессор Intel XEON Gold 6240R 2.4GHz/4.0GHz 24core 35.75Mb/165W LGA3647","4","827,875","1 год","21","","CD8069504448600 S RGZ8"
"25374      ","CD8069504449401","Процессор Intel XEON Gold 6248R, Socket 3647, 3.0 GHz (max 4.0 GHz), 24/48, 205W, tray","1","1,006,875","1 год","21","","Ссылка"
"30078      ","CD8069503956401","Процессор Intel XEON Silver 4208, Socket 3647, 2.1 GHz (max 3.2 GHz), 8/16, 85W, tray","6","179,000","1 год","21","","CD8069503956401"
"30080      ","CD8069504344500","Процессор Intel XEON Silver 4210R, Socket 3647, 2.4 GHz (max 3.2 GHz), 10/20, 100W, tray","8","201,375","1 год","21","","CD8069504344500"
"30081      ","CD8069504343701","Процессор Intel XEON Silver 4214R, Socket 3647, 2.40GHz (max 3.5GHz), 12 ядер, 24 потока, 100W, tray","8","277,450","1 год","21","","CD8069504343701"
"31694      ","XEON Silver 4309Y","Процессор Intel XEON Silver 4309Y, Socket P+ (LGA4189), 2.80GHz (max 3.6GHz), 8 ядер, 16 потоков, 105W, tray","10","246,125","1 год","21","","XEON Silver 4309Y"
"30516      ","CD8068904657901","Процессор Intel XEON Silver 4310, Socket P+ (LGA4189) 2.1 GHz (max 3.3 GHz) 12/24 120W","10","187,950","1 год","21","","CD8068904657901"
"30286      ","CD8068904655303","Процессор Intel XEON Silver 4314, Socket P+ (LGA4189) 2.4 GHz (max 3.4 GHz) 16/32 135W","10","313,250","1 год","21","","CD8068904655303"
"31695      ","XEON Silver 4316","Процессор Intel XEON Silver 4316, Socket P+ (LGA4189) 2.8 GHz (max 3.6 GHz) 8/16 105W","10","436,313","1 год","21","","XEON Silver 4316"
"05 Серверная оперативная память","","","","","","","",""
"28914      ","M393A2K40DB2-CVFBY","Оперативная память 16GB DDR4 2933 MT/s Samsung DRAM  (PC4-21300) ECC RDIMM 1Rx4 M393A2K40DB2-CVFBY","4","52,805","lifetime","24","","M393A2K40DB2-CVFBY"
"30264      ","M393A2K43CB2-CVFBY","Оперативная память 16GB DDR4 2933 MHz Samsung DRAM (PC4-23400) ECC RDIMM M393A2K43CB2-CVFBY","5","52,805","lifetime","24","","M393A2K43CB2-CVFBY"
"06 Серверные диски - SSD, HDD Enterprise","","","","","","","",""
"30294      ","SSDSC2KB019T801","Твердотельный накопитель 1,92TB SSD INTEL D3-S4510 Series  2.5"" R560MB/s/W510MB/s SATA3 6.5 PBW MTBF 2 million hours SSDSC2KB019T801","4","201,375","5 лет","10","","Ссылка"
"08 Серверные аксессуары","","","","","","","",""
"22223      ","0SK0009-M77AN0","Кабель MINISAS HD TO MINISAS HD//L=850mm/SINGLE PACK","2","13,425","Сц 1 год","1","","0SK0009-M77AN0"
"30619      ","0SK0009-M77AN0","Кабель MINISAS HD TO MINISAS HD//L=850mm/SINGLE PACK","2","13,515","Сц 1 год","1","","0SK0009-M77AN0"
"22983      ","0SC04G0-M9UAY0","Контроллер удаленного управления ASUS ASMB8-IKVM 90SC04G0-M0UAY0","3","12,530","Сц 1 год","10","","Ссылка"
"27900      ","HD2.5/3.5.","Салазки Viti HD2.5/3.5. Корзина для инсталляции дисков 2,5"" в отсек 3,5""","26","895","14 дней","10","","HD2,5/3,5,"
"31909      ","0SKC009-M6RAN0","Сетевая карта ASUS LAN CARD PCIE 2T 10G BROADCOM/BCM957416A4160C P210TP 90SKC000-M6RAN0","2","107,400","Сц 1 год","10","","0SKC009-M6RAN0"
"22340      ","0SC05P0-M9UAY0","Сетевой адаптер ASUS MCB-10G-2S, двухпортовый 10-гигабитный SFP+ сетевой контроллер, интерфейс: PCI-E 3.0 x8 контроллер: BCM 57840S, форм-фактор: OCP, коннектор: LC Fiber Optic 90SC05P0-M0UAY0","1","92,185","Сц 1 год","10","","Ссылка"
"26458      ","0SC08J0-M9UAY0","Сетевой адаптер ASUS MCI-10G/82599-2S, Dual-port 10GbE OCP Mezzanine Adapter 90SC08J0-M0UAY0","1","82,788","Сц 1 год","10","","Ссылка"
"31781      ","X710-T2L","Сетевой адаптер Intel® Ethernet X710-T2L PCIE 10GB DUAL PORT 90SKC000-M5VAN0","2","179,000","Сц 1 год","10","","X710-T2L"
"Бытовая техника","","","","","","","",""
"29217      ","1202436","Сифон для газирования воды Philips ADD4902MT/10 ментоловый 1202436","1","30,430","3 мес.  ","1","Philips ADD4902MT_10 1","Ссылка"
"GALAXY","","","","","","","",""
"32085      ","гл2526л","Аэрогриль GALAXY LINE GL2526, 1500Вт, Cъемный контейнер объемом 3,5 л, Антипригарное покрытие контейнера, Таймер на 30 минут, Тип управления: Механическое, Количество программ 7, Защита от перегрева, Регулировка температуры приготовления от 80 до 200 °С, Шнур питания 1 м,  220В/50Гц Нержавеющая сталь, Артикль: гл2526л","4","23,673","Сц 2 года","1","aerogril_galaxy_line_gl2526","Ссылка"
"32086      ","гл2527л","Аэрогриль GALAXY LINE GL2527, 1600Вт, Cъемный контейнер объемом 3,5 л, Антипригарное покрытие контейнера, 7 режимов приготовления, Таймер на 60 минут, Защита от перегрева, Регулировка температуры приготовления от 80 до 200 °С, Удобный LED-дисплей, Сенсорное управление, Шнур питания 1 м, 220В/50Гц Нержавеющая сталь, Артикль: гл2527л","3","26,045","Сц 2 года","1","aerogril_galaxy_line_gl2527","Ссылка"
"32087      ","гл2124","Блендер погружной GALAXY GL2124, 300Вт, 2 скорости работы, Насадка-блендер, Подвесная петля, Шнур питания 1 м, 220В/50Гц Нержавеющая сталь, Артикль: гл2124","5","6,534","Сц 2 года","1","GL2124","Ссылка"
"32089      ","гл2105л","Блендер погружной GALAXY LINE GL2105, 300Вт, DC-мотор постоянного тока, Шнур питания 1 м, 220В/50Гц Нержавеющая сталь, Артикль: гл2105л","20","4,699","Сц 2 года","1","blender_pogruzhnoy_galaxy_line_gl2105","Ссылка"
"32093      ","гл2131л","Блендерный набор GALAXY LINE GL2131, 650Вт, DC-мотор постоянного тока, Плавная регулировка скорости, Режим ""TURBO"", Насадки: блендер, венчик, для приготовления пюре, Подвесная петля, 220В/50Гц, Нержавеющая сталь, Артикль: гл2131л","4","8,368","Сц 2 года","1","blendernyy_nabor_galaxy_line_gl2131","Ссылка"
"32061      ","гл8103л","Вентилятор напольный GALAXY LINE GL8103, 60Вт, Диаметр 40 см, Высота 120 см, Автоматическое вращение на 70°, Регулировка угла наклона на 30°, 3 скорости потока воздуха, Низкий уровень шума 50 дБ, 220В/50Гц , Шнур питания 1,5 м., Артикль: гл8103л","2","11,725","Сц 2 года","1","ventilyator_napolnyy_galaxy_line_gl8103","Ссылка"
"32059      ","гл8104л","Вентилятор напольный GALAXY LINE GL8104, 50Вт, Диаметр 40 см, Высота 120 см, Автоматическое вращение на 70°, Регулировка угла наклона на 30°, 3 скорости потока воздуха, Низкий уровень шума 50 дБ, 220В/50Гц , Шнур питания 1,5 м., Артикль: гл8104л","2","11,188","Сц 2 года","","ventilyator_napolnyy_galaxy_line_gl8104","Ссылка"
"32108      ","гл2977л","Гриль электрический GALAXY LINE GL2977, 1800Вт, Мраморная керамическая поверхность, Антипригарное покрытие, Температура рабочих поверхностей до 220 °C, Размер рабочей поверхности 26.5 х 16.5 см, Шнур питания 0,72 м, 220В/50Гц, Артикль: гл2977л","2","8,682","Сц 2 года","1","gril_elektricheskiy_galaxy_line_gl2977","Ссылка"
"32062      ","гл0755лбел","Кофеварка электрическая GALAXY LINE GL0755, 900Вт, Объем 240 мл (2 - 4 чашки), Капучинатор, Автоотключение при отсутствии воды, 220В/50Гц, Шнур питания 0,8м. Белая, Артикль: гл0755лбел","20","20,272","Сц 2 года","1","kofevarka_elektricheskaya_galaxy_line_gl0755_belyy","Ссылка"
"32063      ","гл0755л","Кофеварка электрическая GALAXY LINE GL0755, 900Вт, Объем 240 мл (2 - 4 чашки), Капучинатор, Автоотключение при отсутствии воды, 220В/50Гц, Шнур питания 0,8м. Коралловая, Артикль: гл0755л","19","20,272","Сц 2 года","1","kofevarka_elektricheskaya_galaxy_line_gl0755_korallovyy","Ссылка"
"32111      ","гл0906л","Кофемолка электрическая GALAXY LINE GL0906, 200Вт, Вместимость контейнера 60 г, Защита от: произвольного пуска, от перегрева, Нож из нержавеющей стали, Металлический корпус, Шнур питания 1,16 м, 220В/50Гц. Артикль: гл0906л","3","6,578","Сц 2 года","1","kofemolka_elektricheskaya_galaxy_line_gl0906","Ссылка"
"32113      ","гл0907л","Кофемолка электрическая GALAXY LINE GL0907, 200Вт, Вместимость контейнера 50 г, Защита от: произвольного пуска, от перегрева, Нож из нержавеющей стали, Пласткивоый корпус, Шнур питания 0,9 м, 220В/50Гц. Артикль: гл0907л","5","6,131","Сц 2 года","1","kofemolka_elektricheskaya_galaxy_line_gl0907","Ссылка"
"32114      ","гл2209","Миксер электрический GALAXY GL2209, 300Вт, 5 скоростей, режим «TURBO», 2 насадки-венчика, 2 насадки для замешивания теста, Кнопка для извлечения насадок, Шнур питания 1,15 м, 220В/50Гц,  Артикль: гл2209","5","5,773","Сц 2 года","1","mikser_elektricheskiy_galaxy_gl2209","Ссылка"
"32115      ","гл2223л","Миксер электрический GALAXY GL2223, 300Вт, макс 400Вт, 5 скоростей, режим «TURBO», 2 насадки-венчика, 2 насадки для замешивания теста, Кнопка для извлечения насадок, Шнур питания 0,8 м, 220В/50Гц, Артикль: гл2223л","5","6,668","Сц 2 года","1","mikser_elektricheskiy_galaxy_line_gl2223","Ссылка"
"32120      ","гл2418лбел","Мясорубка электрическая GALAXY LINE GL2418, 2000Вт, Производительность 1,3 кг/мин, Функция ""Реверс"", Защита двигателя от перегрузок, Литой нож из нержавеющей стали, Диски средней и крупной нарезки, Насадки для приготовления ""кеббе"" и сосисок, Насадка-соковыжималка с фильтром из нержавеющей стали 18/10, Металлический лоток для продуктов, Шнур питания 0,96 м, 220В/50Гц Белая. Артикль: гл2418лбел","11","26,537","Сц 2 года","1","myasorubka_elektricheskaya_galaxy_line_gl2418_belyy","Ссылка"
"32121      ","гл2418лкр","Мясорубка электрическая GALAXY LINE GL2418, 2000Вт, Производительность 1,3 кг/мин, Функция ""Реверс"", Защита двигателя от перегрузок, Литой нож из нержавеющей стали, Диски средней и крупной нарезки, Насадки для приготовления ""кеббе"" и сосисок, Насадка-соковыжималка с фильтром из нержавеющей стали 18/10, Металлический лоток для продуктов, Шнур питания 0,96 м, 220В/50Гц Красная, Артикль:  гл2418лкр","1","26,537","Сц 2 года","1","myasorubka_elektricheskaya_galaxy_line_gl2418_krasnyy","Ссылка"
"32099      ","гл9110л","Набор кухонных принадлежностей GALAXY LINE GL9110, пластик, лопатка перфорированная/шумовка/половник/ложка перфорированная/ложка поварская/ложка для спагетти/пластиковая подставка, Черный. Артикль: гл9110л","1","3,222","Сц 2 года","1","nabor_kukhonnykh_prinadlezhnostey_galaxy_gl9110","Ссылка"
"32101      ","гл9505л","Набор посуды 6 предметов GALAXY LINE GL9505, Кастрюля с крышкой объемом 3,4 л., Кастрюля с крышкой объемом 5,8 л., Сковорода-сотейник с крышкой объемом 2,9 л., Нержавеющая сталь, Жаропрочное стекло, Серебристый. Артикль: гл9505л","2","16,647","Сц 2 года","1","nabor_posudy_6_predmetov_galaxy_gl9505","Ссылка"
"32122      ","гл0801","Соковыжималка электрическая GALAXY GL0801, 700Вт, Объем емкости для сока 0,5л, Шнур питания 0,98 м., 220В/50Гц, Загрузочная горловина диаметром 70 мм, 2 скорости обработки продуктов, Нож сепаратора из высококачественной нержавеющей стали, Блокировка включения при незафиксированной крышке, Съемный контейнер для отходов 1 л, Защита мотора от перегрева, Корпус из нержавеющей стали, Ножки-присоски для предотвращения скольжения. Артикль: гл0801","2","15,752","Сц 2 года","1","sokovyzhimalka_elektricheskaya_galaxy_gl0801","Ссылка"
"32112      ","гл0806","Соковыжималка электрическая GALAXY GL0806, 700Вт, Объем емкости для сока 0,5л, Шнур питания 1 м., 220В/50Гц, Загрузочная горловина диаметром 70 мм, 2 скорости обработки продуктов, Нож сепаратора из высококачественной нержавеющей стали, Блокировка включения при незафиксированной крышке, Съемный контейнер для отходов 1 л, Защита мотора от перегрева, Корпус из нержавеющей стали, Ножки-присоски для предотвращения скольжения. Артикль: гл0806","2","13,515","Сц 2 года","1","sokovyzhimalka_elektricheskaya_galaxy_gl0806","Ссылка"
"32083      ","гл0611л","Термопот GALAXY LINE GL0611, 900Вт, Объем 2,35 л, 3 способа подачи воды, Функция повторного кипячения, Автоотключение при отсутствии воды, Ручка для переноски, Шнур питания 1,08 м, 220В/50Гц Металл, Артикль: гл0611л","2","13,425","Сц 2 года","1","termopot_galaxy_line_gl0611","Ссылка"
